"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_id","Answer.survey code","Approve","Reject"
"367O8HRHKG3RYCUP3BVGJP5C2TT4S8","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3WSELTNVR4X91LLFREFYUHJL4J7ATX","ALZ3868BJHUQ4","Approved","Sun Apr 28 12:33:40 PDT 2019","Sun Apr 28 12:37:40 PDT 2019","Sun May 05 12:37:40 PDT 2019","Sun Apr 28 16:02:40 PDT 2019","","","240","100% (1/1)","100% (1/1)","100% (1/1)","000000300392","5ec75c44-96e2-c731-b915-9161fd869bac"
"39KMGHJ4RZ5AYFSCB8PUXG9GQPU001","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3L70J4KAZHH2KWPI5OFJPD1Z1YTDAT","AWIYSXEA51PFZ","Approved","Sun Apr 28 13:40:51 PDT 2019","Sun Apr 28 13:51:50 PDT 2019","Sun May 05 13:51:50 PDT 2019","Sun Apr 28 16:02:40 PDT 2019","","","659","100% (1/1)","100% (1/1)","100% (1/1)","000000299463","3667e0b5-9dea-ca5b-63f3-19a1a26336f1"
"3JU8CV4BRL7YPDOFUE6V2I66W0LPOM","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3QY5DC2MXSFJXPHC2ZR0DEGEKDJFUY","A7ZSVJC9OBIVF","Approved","Sun Apr 28 11:29:55 PDT 2019","Sun Apr 28 11:36:05 PDT 2019","Sun May 05 11:36:05 PDT 2019","Sun Apr 28 16:02:40 PDT 2019","","","370","100% (1/1)","100% (1/1)","100% (1/1)","000000297011","0bf7a319-b183-414a-2fe3-ca3a65cfccaa"
"37Y5RYYI0P0IWEIZNMXLG02AVOXXSF","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:40 PDT 2019","","","3QAVNHZ3ENZLI8DAI5D78Q94A8XLAL","A17TKHT8FEVH0R","Submitted","Sun Apr 28 18:15:12 PDT 2019","Sun Apr 28 18:35:56 PDT 2019","Sun May 05 18:35:56 PDT 2019","","","","1244","0% (0/0)","0% (0/0)","0% (0/0)","000000294823","f7e7903a-0762-471c-6c97-66927852fd0b"
"37Y5RYYI0P0IWEIZNMXLG02AVOXXSF","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:40 PDT 2019","","","3SB5N7Y3O4Z9V31RFCJY6SSJ53H0GH","A3ANYKOQE1N4R","Rejected","Sun Apr 28 11:48:45 PDT 2019","Sun Apr 28 11:48:48 PDT 2019","Sun May 05 11:48:48 PDT 2019","","Sun Apr 28 16:02:40 PDT 2019","You submitted more than one HIT.  Your additional HITs will be rejected.","3","0% (0/6)","0% (0/6)","0% (0/6)","000000294823","4642652"
"3CVBMEMMXBBZRQYSUFHOINIKKK27HA","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:40 PDT 2019","","","32Z9ZLUT1MF8YGOL133RHT02I7DHOS","AOER0SPVGJQAM","Submitted","Sun Apr 28 16:02:51 PDT 2019","Sun Apr 28 16:10:17 PDT 2019","Sun May 05 16:10:17 PDT 2019","","","","446","0% (0/0)","0% (0/0)","0% (0/0)","000000280873","09d9674b-8878-e55a-0bb5-166140d5c692"
"3CVBMEMMXBBZRQYSUFHOINIKKK27HA","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:40 PDT 2019","","","33LK57MYLU09NTG8E6Q715E8BLTSZK","A3ANYKOQE1N4R","Rejected","Sun Apr 28 11:48:24 PDT 2019","Sun Apr 28 11:48:31 PDT 2019","Sun May 05 11:48:31 PDT 2019","","Sun Apr 28 16:02:40 PDT 2019","You submitted more than one HIT.  Your additional HITs will be rejected.","7","0% (0/6)","0% (0/6)","0% (0/6)","000000280873","4542453"
"3IKMEYR0LWQJ7F2UUO3QZOH41LK2KT","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3XCC1ODXDM6O8MF4CL7PK2X8KGUQR5","A3KGQ5WX09CIXC","Approved","Sun Apr 28 12:26:17 PDT 2019","Sun Apr 28 12:58:14 PDT 2019","Sun May 05 12:58:14 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","1917","100% (1/1)","100% (1/1)","100% (1/1)","000000279632","7a920717-9aee-e2c4-2425-2da67e656a4b"
"3B0MCRZMBRPGAD0G9EJARIBW65HPP3","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","33LKR6A5KFFD7X8FVVM5JGQI0PYT1P","A10L50EYQAVX5M","Approved","Sun Apr 28 12:17:50 PDT 2019","Sun Apr 28 12:25:49 PDT 2019","Sun May 05 12:25:49 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","479","100% (1/1)","100% (1/1)","100% (1/1)","000000278457","eedc9808-2dab-5cd6-0f3d-9b8773a3ec7f"
"3N3WJQXELSLURLKCFOFREOUJQLP2LW","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3TAYZSBPLM3JHIDWPZHTEU41QCVS2D","A2NHWPJ304YVH0","Approved","Sun Apr 28 11:53:12 PDT 2019","Sun Apr 28 11:58:59 PDT 2019","Sun May 05 11:58:59 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","347","100% (1/1)","100% (1/1)","100% (1/1)","000000277188","00e6a4c4-db3a-bb35-3fe9-43cdc8e4decc"
"3GVPRXWRPHPZNL9C0XZ9IZJZKXH7I3","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3JPSL1DZ5TUB68GVUITMLIDTF1DANO","A1VR49TB3Q4BV8","Approved","Sun Apr 28 11:29:53 PDT 2019","Sun Apr 28 11:46:57 PDT 2019","Sun May 05 11:46:57 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","1024","100% (1/1)","100% (1/1)","100% (1/1)","000000270269","2463abf8-d418-de25-03b6-77a4eabf9c01"
"3ZRKL6Z1E8Y7ASN9YCXHSE2FSY1SGI","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3E4GGUZ1T9MLTZ0OKQ8RN8DR9IHK2N","A3HL2LL0LEPZT8","Approved","Sun Apr 28 11:44:54 PDT 2019","Sun Apr 28 11:50:13 PDT 2019","Sun May 05 11:50:13 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","319","100% (1/1)","100% (1/1)","100% (1/1)","000000267189","548a10b2-7f28-bded-3c31-07ca65bb444b"
"362E9TQF2HLIGEKDT033OCWSJ0ZIGG","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","34HJIJKLP6R9CO9NN85MIWL69UKV4G","A1RHBKSDCWZTUC","Approved","Sun Apr 28 11:46:35 PDT 2019","Sun Apr 28 11:58:13 PDT 2019","Sun May 05 11:58:13 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","698","100% (1/1)","100% (1/1)","100% (1/1)","000000239933","7cf37683-cf5b-f48d-3be4-035b8cc80ad4"
"3G9UA71JVVPVIWTIIFK9U0YZXC67JF","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3I02618YA11VO266G2N5P8UIMJJUPT","AGNBSF8V3977V","Approved","Sun Apr 28 13:12:39 PDT 2019","Sun Apr 28 13:20:10 PDT 2019","Sun May 05 13:20:10 PDT 2019","Sun Apr 28 16:02:41 PDT 2019","","","451","100% (1/1)","100% (1/1)","100% (1/1)","000000234637","2eb75ea2-9578-4a55-d679-2d0095d02c96"
"3HEM8MA6H971AP1V9RYZRN16B13PQU","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:42 PDT 2019","","","34J10VATJGTBFNCLMYDG6AWHXLIIQ2","A1E3MR98PNWZBD","Submitted","Sun Apr 28 17:04:39 PDT 2019","Sun Apr 28 17:12:20 PDT 2019","Sun May 05 17:12:20 PDT 2019","","","","461","0% (0/0)","0% (0/0)","0% (0/0)","000000219248","2f767644-e42e-a0af-2e6f-e864a8cbfbf8"
"3HEM8MA6H971AP1V9RYZRN16B13PQU","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:42 PDT 2019","","","3JCG6DTRV4LOWL04Z6IPFCN3OUNQQZ","A3ANYKOQE1N4R","Rejected","Sun Apr 28 11:48:39 PDT 2019","Sun Apr 28 11:48:42 PDT 2019","Sun May 05 11:48:42 PDT 2019","","Sun Apr 28 16:02:42 PDT 2019","You submitted more than one HIT.  Your additional HITs will be rejected.","3","0% (0/6)","0% (0/6)","0% (0/6)","000000219248","462425"
"36D1BWBEHNWEX32XF0G6E198QQF2MY","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","34J10VATJGTBFNCLMYDG6AWHXK5QIV","AN7N56XWXCX45","Approved","Sun Apr 28 11:35:31 PDT 2019","Sun Apr 28 11:43:02 PDT 2019","Sun May 05 11:43:02 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","451","100% (1/1)","100% (1/1)","100% (1/1)","000000215289","397fd452-1479-fc4c-4239-66a52577cc83"
"3UEDKCTP9VLQTGZ000KLVFYCC167KE","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3PWWM24LHTT1YYYNB1BOX340EIP82U","A1P6LFEAY9MWAY","Approved","Sun Apr 28 11:55:48 PDT 2019","Sun Apr 28 12:02:44 PDT 2019","Sun May 05 12:02:44 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","416","100% (1/1)","100% (1/1)","100% (1/1)","000000215026","9689101c-8195-d709-41bb-fa920be7d6c3"
"3M67TQBQQHJOVME7365GFXMM2F0A9E","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:43 PDT 2019","","","388U7OUMF8W0KTA5VNDA5W6Q7CS0RD","A3ANYKOQE1N4R","Rejected","Sun Apr 28 11:48:42 PDT 2019","Sun Apr 28 11:48:45 PDT 2019","Sun May 05 11:48:45 PDT 2019","","Sun Apr 28 16:02:42 PDT 2019","You submitted more than one HIT.  Your additional HITs will be rejected.","3","0% (0/6)","0% (0/6)","0% (0/6)","000000205460","6245235"
"3M67TQBQQHJOVME7365GFXMM2F0A9E","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:43 PDT 2019","","","3SKEMFQBZ40WFE2D07HSXZQUVJLK84","AH10EXAVHHL9I","Submitted","Sun Apr 28 17:08:36 PDT 2019","Sun Apr 28 17:16:17 PDT 2019","Sun May 05 17:16:17 PDT 2019","","","","461","0% (0/0)","0% (0/0)","0% (0/0)","000000205460","7d8db5fe-012b-26de-94ae-1ec96c0b8a00"
"3IVKZBIBJ04LAOIKIIFZDEEG7YESHH","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3UN61F00HXKZF0W6STJMMR2HOK15R1","A3PFU4042GIQLE","Approved","Sun Apr 28 11:30:05 PDT 2019","Sun Apr 28 11:38:32 PDT 2019","Sun May 05 11:38:32 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","507","100% (1/1)","100% (1/1)","100% (1/1)","000000197407","2e09cc46-534f-7272-3268-892dabb9f948"
"3MVY4USGB6IL6JT4O0XKDQFV7BTSIA","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:42 PDT 2019","","","3HRMW88U17L9NDXDQFHTJXCG1Q4M0O","AU5MEWDCIN6S4","Submitted","Sun Apr 28 17:05:30 PDT 2019","Sun Apr 28 17:08:48 PDT 2019","Sun May 05 17:08:48 PDT 2019","","","","198","0% (0/0)","0% (0/0)","0% (0/0)","000000191754","a6e2d029-25ca-cd6f-48fe-e44eb2667cab"
"3MVY4USGB6IL6JT4O0XKDQFV7BTSIA","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","2","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 16:02:42 PDT 2019","","","3MMN5BL1W0Z545WA92ZCLVAN41D3MN","A3ANYKOQE1N4R","Rejected","Sun Apr 28 11:48:36 PDT 2019","Sun Apr 28 11:48:39 PDT 2019","Sun May 05 11:48:39 PDT 2019","","Sun Apr 28 16:02:42 PDT 2019","You submitted more than one HIT.  Your additional HITs will be rejected.","3","0% (0/6)","0% (0/6)","0% (0/6)","000000191754","4452425"
"386659BNTLCA54DU7RTUBLSQVH0014","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3KGTPGBS6YGZWV50E4CTTVMPB9E2U1","A1ZE52NWZPN85P","Approved","Sun Apr 28 11:30:03 PDT 2019","Sun Apr 28 11:32:16 PDT 2019","Sun May 05 11:32:16 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","133","100% (1/1)","100% (1/1)","100% (1/1)","000000191327","b6444138-ba8d-281a-f927-5f95fbe97bea"
"3EAWOID6MTSQRGTSE5DJI9Z6KL6V0N","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3PQMUDRV7S1YYPO29Q87X85V6AOIIK","A1EX655HLB0NS4","Approved","Sun Apr 28 11:30:41 PDT 2019","Sun Apr 28 11:34:37 PDT 2019","Sun May 05 11:34:37 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","236","100% (1/1)","100% (1/1)","100% (1/1)","000000188184","b9b02ca7-0bb5-15ef-a3ff-fb5a711cce1d"
"3UQVX1UPFSCHUPVQQVT8G42VNNE02L","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3FIUS151DWX667CCTE81RKFZCK4GGY","AGA1PIIWM8I8D","Approved","Sun Apr 28 11:31:10 PDT 2019","Sun Apr 28 11:35:27 PDT 2019","Sun May 05 11:35:27 PDT 2019","Sun Apr 28 16:02:42 PDT 2019","","","257","100% (1/1)","100% (1/1)","100% (1/1)","000000176810","1d076bfa-2ae4-123e-5fd3-c658241b149c"
"3ZXNP4Z39RG1DMHIL0WMAFBR11B7LH","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3OLQQLKKNTKIDV6MVP3GOUM3RWHEJU","AVIH7MSMSTZCW","Approved","Sun Apr 28 12:52:43 PDT 2019","Sun Apr 28 13:02:05 PDT 2019","Sun May 05 13:02:05 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","562","100% (1/1)","100% (1/1)","100% (1/1)","000000171120","c7fe3060-879c-f60c-a667-27d78e4a09de"
"3VEI3XUCZRS1MQGVM6NZWDBB7N5PRV","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3BGYGHDBBYFQCJWYVK2NNCRXSI722V","ASI6KXF2GAUTQ","Approved","Sun Apr 28 13:05:16 PDT 2019","Sun Apr 28 13:08:31 PDT 2019","Sun May 05 13:08:31 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","195","100% (1/1)","100% (1/1)","100% (1/1)","000000170809","3c6840cd-7d75-30e1-1a18-7ea5ec81deb9"
"3GITHABACYGKFLNXR1V6RGY8VGP2NY","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","31T4R4OBOTBAW2L6YP8OVGHRFP57CO","AD1ILDUXZHASF","Approved","Sun Apr 28 13:00:40 PDT 2019","Sun Apr 28 13:05:30 PDT 2019","Sun May 05 13:05:30 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","290","100% (1/1)","100% (1/1)","100% (1/1)","000000169529","0d5200bc-50e7-e530-27a2-67ee5f415d86"
"3VADEH0UHCSDN5G81VN4MNG7TPOPSJ","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","39GXDJN2OU9AVPWPZBVZZ81BBGF8VZ","A3O9WZNVQSQC1S","Approved","Sun Apr 28 11:32:46 PDT 2019","Sun Apr 28 11:36:03 PDT 2019","Sun May 05 11:36:03 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","197","100% (1/1)","100% (1/1)","100% (1/1)","000000148602","f30f8cb0-8891-2d27-992b-d5fad77cc381"
"33TGB4G0LPCJBEVECM2BQ5YWX7BXT4","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:27 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:27 PDT 2019","","","3LEP4MGT3HV736UAB2FFKOL5JFWDB4","A96YHGNK8I4H3","Approved","Sun Apr 28 11:30:08 PDT 2019","Sun Apr 28 11:46:55 PDT 2019","Sun May 05 11:46:55 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","1007","100% (1/1)","100% (1/1)","100% (1/1)","000000144018","a044a9d9-f354-61b6-d2ba-b690c67d10b8"
"3DWGDA5POFZQY5EAAOHJWEIGPDCV1Q","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3QBD8R3Z22EEM40QMWJ8N4RYD1MO46","A1NJ4JDLM0OZEV","Approved","Sun Apr 28 11:31:19 PDT 2019","Sun Apr 28 12:01:32 PDT 2019","Sun May 05 12:01:32 PDT 2019","Sun Apr 28 16:02:43 PDT 2019","","","1813","100% (1/1)","100% (1/1)","100% (1/1)","000000141056","448e22c2-863e-b795-aea4-1d9fb6bd0b05"
"3EFNPKWBMSJ6F7R9UV7DZE7NT1E03W","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","3WQ3B2KGE9BDBBEYV9VKJMKWUJB1BM","A2UMLFMF60AX21","Approved","Sun Apr 28 13:37:01 PDT 2019","Sun Apr 28 13:41:31 PDT 2019","Sun May 05 13:41:31 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","270","100% (1/1)","100% (1/1)","100% (1/1)","000000138772","ad7c4102-8c3a-52b9-7a64-dcd7b1597881"
"3M93N4X8HKIH1UDA6IIKPRUVKQISJM","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","339ANSOTR6XP4KEQ9TTJAOK8YEEKIY","ARB80JPV0HQ5O","Approved","Sun Apr 28 11:46:03 PDT 2019","Sun Apr 28 11:51:54 PDT 2019","Sun May 05 11:51:54 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","351","100% (1/1)","100% (1/1)","100% (1/1)","000000132165","3668fd8f-6261-f0be-60ea-a3d55707fae8"
"3R5OYNIC2C4E25TNQVSUWSCTV82PT8","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","31T4R4OBOTBAW2L6YP8OVGHRFP8C7W","A2HMMAYQ3SDKTH","Approved","Sun Apr 28 13:19:47 PDT 2019","Sun Apr 28 13:22:29 PDT 2019","Sun May 05 13:22:29 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","162","100% (1/1)","100% (1/1)","100% (1/1)","000000128286","50e6036d-fd85-ecb0-a6c9-544ab38240fa"
"3I7SHAD35MRLJ4Z3LCX1ASQG1617MJ","33GOZHXTK7QLMJ0XHKWFU9VVK4HSF6","Talk to chatbot to edit image","Instruct chatbots to perform image editing and answer questions","chatbot, image editing, survey","$0.50","Sun Apr 28 11:29:28 PDT 2019","1","BatchId:3623580;OriginalHitTemplateId:928390845;","3600","604800","Sun May 05 11:29:28 PDT 2019","","","336YQZE83W98IKJENLN50S87IX8M50","A356J7FEM3AC0W","Approved","Sun Apr 28 12:20:18 PDT 2019","Sun Apr 28 12:28:07 PDT 2019","Sun May 05 12:28:07 PDT 2019","Sun Apr 28 16:02:44 PDT 2019","","","469","100% (1/1)","100% (1/1)","100% (1/1)","000000120333","d722ecbe-04bd-6613-9158-ceefecb0a04f"
